0,http://blogs.itmedia.co.jp/itsolutionjuku/2014/10/post-dd34.html,junpei0029,99,提案書とは何か、何を書けば良いのか：ITソリューション塾：ITmedia オルタナティブ・ブログ,http://cdn-ak.b.st-hatena.com/entryimage/232037833-1413067789.jpg
1,http://techkitakayu.hateblo.jp/entry/2014/10/03/123956,junpei0029,725,エンジニアならこれ読んどけって本まとめ - techkitakayu’s diary,http://cdn-ak.b.st-hatena.com/entryimage/230378181-1412312677.jpg
2,http://cards.hateblo.jp/entry/okane-no-matome/,junpei0029,1959,！家計、経済、金融、保険、税金などの知識をつけて、お金のしくみを理解しよう。 - クレジットカードの読みもの,http://cdn-ak.b.st-hatena.com/entryimage/200327946-1403162702.jpg
3,http://enjoylifeinenglish.blog112.fc2.com/blog-entry-369.html,junpei0029,734,リスニングの音の聞き取りがラクになる！７つの発音ルール｜Enjoy Life in English!,http://cdn-ak.b.st-hatena.com/entryimage/229183713-1411891057.jpg
4,http://www.slideshare.net/shinyorke/python-39061157,junpei0029,215,Pythonではじめる野球プログラミング PyCon JP 2014 9/14 Talk Session,http://cdn-ak.b.st-hatena.com/entryimage/226047413-1410704551.jpg
5,http://antibayesian.hateblo.jp/entry/2014/09/15/162605,junpei0029,595,統計屋のためのAWK入門 - あんちべ！,http://cdn-ak.b.st-hatena.com/entryimage/226243865-1410766782.jpg
6,http://www.lifehacker.jp/2014/09/140903cheat.html,junpei0029,923,スーツと靴が完璧にマッチする「ファッションの早見表」 ｜ ライフハッカー［日本版］,http://cdn-ak.b.st-hatena.com/entryimage/223358685-1409750087.jpg
7,http://hatebu-matome.xyz/hatebu-amazon-it/,junpei0029,230,歴代で最もはてブ数を獲得したAmazonのIT技術書ランキング100,http://cdn-ak.b.st-hatena.com/entryimage/222021645-1409303772.jpg
8,http://matome.naver.jp/odai/2140721969631974401,junpei0029,43,デートはゴロ寝に限る？だらだら、まったりゴロゴロデートOKなスポット - NAVER まとめ,http://cdn-ak.b.st-hatena.com/entryimage/221819261-1409230108.jpg
9,http://www.rickynews.com/blog/2014/08/25/why-you-need-to-use-reverse-proxy/,junpei0029,601,フロントエンジニアに知ってもらいたいリバースプロキシの重要性 - RickyNews,http://cdn-ak.b.st-hatena.com/entryimage/220948141-1408966162.jpg
10,http://qiita.com/KeithYokoma/items/d6c3bd07fc57b93f91cc,junpei0029,60,Java - コールバックと上手に付き合う - Qiita,http://cdn-ak.b.st-hatena.com/entryimage/220847429-1408939866.jpg
11,http://knowledge-plus.com/english/46/,junpei0029,381,ビジネスで英語を使うには中学で習った英単語35個をまずはマスターすること | English Plus,http://cdn-ak.b.st-hatena.com/entryimage/220365933-1408778661.jpg
12,http://kinokoru.jp/archives/794,junpei0029,92,『計算機プログラムの構造と解釈』(SICP)を読み終えて | きのこる庭,http://cdn-ak.b.st-hatena.com/entryimage/219685389-1408544000.jpg
13,http://smoothfoxxx.livedoor.biz/archives/52143746.html,junpei0029,110,【資料作成】『外資系コンサルが実践する 資料作成の基本 パワーポイント、ワード、エクセルを使い分けて「伝える」→「動かす」王道70』吉澤準特:マインドマップ的読書感想文,http://cdn-ak.b.st-hatena.com/entryimage/219533765-1408506173.jpg
14,http://commte.net/blog/archives/4663,junpei0029,125,ずいぶん速くなった！ページ表示高速化テクニックまとめ | コムテブログ,http://cdn-ak.b.st-hatena.com/entryimage/218927097-1408321331.jpg
15,http://jbpress.ismedia.jp/articles/-/41392,junpei0029,249,外資系に入るための具体的ステップ 若者よ、外資系はいいぞ（その8）～少しでも興味があるならまずは動いてみよう：JBpress(日本ビジネスプレス),http://cdn-ak.b.st-hatena.com/entryimage/213774469-1407100602.jpg
16,http://suzukidesu23.hateblo.jp/entry/gyutan0731,junpei0029,304,仙台で牛タンを食べるのに悩んだらここ！仙台駅の「牛たん通り」がお薦め　4店舗の個人的比較もあります。 - 鈴木です。,http://cdn-ak.b.st-hatena.com/entryimage/212991933-1406973849.jpg
17,http://www.slideshare.net/shima__shima/2014-mtokyoscipy6,junpei0029,73,PyMCがあれば，ベイズ推定でもう泣いたりなんかしない,http://cdn-ak.b.st-hatena.com/entryimage/212734085-1406941227.jpg
18,http://qiita.com/hirokidaichi/items/d6c473d8011bd9330e63,junpei0029,921,何かのときにすっと出したい、プログラミングに関する法則・原則一覧 - Qiita,http://cdn-ak.b.st-hatena.com/entryimage/208313657-1405953979.jpg
19,http://tagomoris.hatenablog.com/entry/2014/07/18/135932,junpei0029,521,DISられないUIを作るために最低限守るべき5つの鉄則 - たごもりすメモ,http://cdn-ak.b.st-hatena.com/entryimage/207152833-1405659603.jpg
20,http://www.lifehacker.jp/2014/07/140714book_to_read.html,junpei0029,415,「多読」か「精読」か：キャリア官僚が教える速読術 : ライフハッカー［日本版］,http://cdn-ak.b.st-hatena.com/entryimage/205353809-1405291670.jpg
21,http://matome.naver.jp/odai/2134283398860369101,junpei0029,2,【ゴルフ】プロのスイング 正面スロー動画まとめ - NAVER まとめ,http://cdn-ak.b.st-hatena.com/entryimage/103605170-1343383541.jpg
22,http://www.danshihack.com/2014/07/13/junp/tabearuki-yakiniku.html,junpei0029,306,食べ歩きの達人が選ぶ「東京の焼肉」10選 | 男子ハック,http://cdn-ak.b.st-hatena.com/entryimage/205089453-1405242347.jpg
23,http://plus.appgiga.jp/masatolan/2014/07/10/52941/,junpei0029,931,Webアプリの開発でありがちな問題を「一発解消」するWebサービス10選が便利過ぎる！ | APPGIGA!!（アプギガ）,http://cdn-ak.b.st-hatena.com/entryimage/203459941-1405041972.jpg
24,http://webya.opdsgn.com/material/simpleicons2014/,junpei0029,183,もうシンプルアイコン探しには困りたくない！フリーのシンプルアイコンを厳選26選！ | バンクーバーのうぇぶ屋,http://cdn-ak.b.st-hatena.com/entryimage/203224717-1404875191.jpg
25,http://www.nxworld.net/material/high-quality-ui-kits-201407.html,junpei0029,382,最近気になったハイクオリティなUIキット #5 | NxWorld,http://cdn-ak.b.st-hatena.com/entryimage/202972742-1404724126.jpg
26,http://blog.yoslab.com/entry/2014/07/04/072734,junpei0029,51,書評 - 実践 機械学習 レコメンデーションにおけるイノベーション - よしだのブログ,http://cdn-ak.b.st-hatena.com/entryimage/202779762-1404601333.jpg
27,http://www.ideaxidea.com/archives/2014/06/api_io.html,junpei0029,120,128種類のAPIから横断的に検索できる『APIs.io』 | IDEA*IDEA,http://cdn-ak.b.st-hatena.com/entryimage/201938818-1404111033.jpg
28,http://postd.cc/10-articles-every-programmer-must-read/,junpei0029,1410,すべてのプログラマが読むべき記事10選 | POSTD,http://cdn-ak.b.st-hatena.com/entryimage/201533122-1403861137.jpg
29,http://growthhack.sirok.co.jp/growthhacks/statistics/,junpei0029,1263,今から統計学を学ぶならコレ！間違い無しの超良質記事まとめ10選。 | SIROKグロースハックブログ,http://cdn-ak.b.st-hatena.com/entryimage/201311746-1403744376.jpg
30,http://dsksyoya-blog.com/website-557,junpei0029,58,人探し・出欠管理・余興など、同窓会で使えるサイト10選！ | 笑屋の同窓会 blog,http://cdn-ak.b.st-hatena.com/entryimage/200904186-1403510093.jpg
31,http://ushigyu.net/2014/06/19/mac-app-2014-indispensable/,junpei0029,201,Macユーザーならこれ入れとくといいよ！なアプリ（必須アプリ9選 編）,http://cdn-ak.b.st-hatena.com/entryimage/200282406-1403139604.jpg
32,http://syncer.jp/hatebu-api-matome,junpei0029,1094,はてブAPIでwebサービスを作りたい全ての人に向けて書きました,http://cdn-ak.b.st-hatena.com/entryimage/200268150-1403131582.jpg
33,http://www.publickey1.jp/blog/14/githubpull_requestgithub_kaigi_2014.html,junpei0029,310,GitHub実践入門、Pull Requestによる開発の変革。GitHub Kaigi 2014 － Publickey,http://cdn-ak.b.st-hatena.com/entryimage/200095290-1403032258.jpg
34,http://dain.cocolog-nifty.com/myblog/2014/06/100-80dd.html,junpei0029,1653,大学教師が新入生に薦める100冊: わたしが知らないスゴ本は、きっとあなたが読んでいる,http://cdn-ak.b.st-hatena.com/entryimage/200066798-1403013963.jpg
35,http://postd.cc/a-tour-of-machine-learning-algorithms/,junpei0029,450,機械学習アルゴリズムへの招待 | POSTD,http://cdn-ak.b.st-hatena.com/entryimage/200001786-1402983395.jpg
36,http://www.infiniteloop.co.jp/blog/2014/06/newcommerslide/,junpei0029,570,「新入社員のための大規模ゲーム開発入門 サーバサイド編」のスライドを公開しました | 株式会社インフィニットループ技術ブログ,http://cdn-ak.b.st-hatena.com/entryimage/199829526-1402903627.jpg
37,http://retty.me/area/PRE13/ARE7/SUB701/topic/272/,junpei0029,103,恵比寿で行っておきたいグルメ15選 - Rettyグルメ,http://cdn-ak.b.st-hatena.com/entryimage/199820598-1402883788.jpg
38,http://plus.appgiga.jp/masatolan/2014/06/12/52645/,junpei0029,320,クリック1発！現在地周辺に何人住んでるか、まで分かる「地図で見る統計」が怖い！ | APPGIGA!!（アプギガ）,http://cdn-ak.b.st-hatena.com/entryimage/199341430-1402579135.jpg
39,http://qiita.com/GRUGA7348/items/129f69706c85da92d14f,junpei0029,4,使いたいDjangoライブラリ - Qiita,http://cdn-ak.b.st-hatena.com/entryimage/181401250-1391867176.jpg
40,http://readwrite.jp/archives/7827,junpei0029,100,Arduino vs. Raspberry Pi：あなたにぴったりのDIYプラットフォームはどっち? | ReadWrite Japan,http://cdn-ak.b.st-hatena.com/entryimage/198647334-1402183847.jpg
41,http://developer.hatenastaff.com/entry/2014/06/04/151502,junpei0029,221,GitHub Kaigiで「はてなブログチームの開発フローとGitHub」という発表をしました - Hatena Developer Blog,http://cdn-ak.b.st-hatena.com/entryimage/198112430-1401862614.jpg
42,http://ameblo.jp/tech-cz/entry-11865390245.html,junpei0029,357,怠惰のすゝめ。Dockerで環境構築・テスト・デプロイを完全自動化｜CyberZ 公式エンジニアブログ,http://cdn-ak.b.st-hatena.com/entryimage/197781014-1401675240.jpg
43,http://d.hatena.ne.jp/yomoyomo/20140601/dataminingbooks,junpei0029,20,無料で読めるデータマイニング本が12冊も - YAMDAS現更新履歴,http://cdn-ak.b.st-hatena.com/entryimage/197720238-1401630157.jpg
44,http://photoshopvip.net/archives/64604,junpei0029,683,Bootstrapフレームワークを使った、すごい無料HTMLテンプレート素材50個まとめPhotoshopVIP |,http://cdn-ak.b.st-hatena.com/entryimage/197241438-1401331426.jpg
45,http://blog.matsumoto-r.jp/?p=4279,junpei0029,433,人間とウェブの未来 - インフラエンジニアの僕がキーボードのすぐ隣に置いておきたい本,http://cdn-ak.b.st-hatena.com/entryimage/196882418-1401121681.jpg
46,http://www.slideshare.net/YuNobuoka/20140503-kyoto-nanka,junpei0029,41,Java による Web アプリケーションのプロトタイプのために最近使っている構成,http://cdn-ak.b.st-hatena.com/entryimage/194023146-1399437674.jpg
47,http://retty.me/area/PRE13/PUR3/topic/861/,junpei0029,73,密かに噂の東京でデートに使えるお店10選 - Rettyグルメ,http://cdn-ak.b.st-hatena.com/entryimage/196464278-1400854695.jpg
48,http://retty.me/area/PRE23/ARE61/LCAT3/CAT310/topic/799/,junpei0029,267,名古屋の暇さえあれば訪れたい焼肉店8選 - Rettyグルメ,http://cdn-ak.b.st-hatena.com/entryimage/196479902-1400863645.jpg
49,http://retty.me/area/PRE13/LCAT3/CAT310/topic/987/,junpei0029,1023,東京都内の焼肉の名店15選【永久保存版】 - Rettyグルメ,http://cdn-ak.b.st-hatena.com/entryimage/196442654-1400844270.jpg
50,http://photoshopvip.net/archives/63782,junpei0029,943,すごい無料HTMLテンプレート厳選30個まとめ 2014年5月度PhotoshopVIP |,http://cdn-ak.b.st-hatena.com/entryimage/194895978-1399943404.jpg
51,http://breakbee.hatenablog.jp/entry/2014/05/13/114341,junpei0029,79,Pythonで一般化線形モデル - old school magic,http://cdn-ak.b.st-hatena.com/entryimage/195605070-1400341150.jpg
52,http://efcl.info/2014/0518/res3905/,junpei0029,18,Githubの時間表示を元に戻すGreasemonkey | Web scratch,http://cdn-ak.b.st-hatena.com/entryimage/195681642-1400402754.jpg
53,http://www.slideshare.net/agetsuma/java-34815905,junpei0029,721,Javaトラブルに備えよう,http://cdn-ak.b.st-hatena.com/entryimage/195673090-1400397816.jpg
54,http://itpro.nikkeibp.co.jp/article/COLUMN/20140428/553782/,junpei0029,35,馬場史郎 SEは自らの手で明日を切り開け！ - ピンチに強いSEは「どうしたら良いでしょうか」と言わない：ITpro,http://cdn-ak.b.st-hatena.com/entryimage/194733010-1399862895.jpg
55,http://readingmonkey.blog45.fc2.com/blog-entry-738.html,junpei0029,652,「一冊で教養が身につく本を教えて」というリクエストに真面目に答えてみる 読書猿Classic: between / beyond readers,http://cdn-ak.b.st-hatena.com/entryimage/193796002-1399287620.jpg
56,http://wayohoo.com/kindle/tips/summary-of-kindle-store-sale-pages.html,junpei0029,174,【まとめ】Kindleで現在セール中の本を知ることができるページ9つ。,http://cdn-ak.b.st-hatena.com/entryimage/193774274-1399276382.jpg
57,http://matome.naver.jp/odai/2139881467211815701,junpei0029,698,女子会やデートに♡厳選！東京のルーフトップバー（屋上テラス） - NAVER まとめ,http://cdn-ak.b.st-hatena.com/entryimage/193400898-1399022584.jpg
58,http://d.hatena.ne.jp/replication/20140502/1398999898,junpei0029,43,jQuery2.xとjqPlotで棒グラフが簡単に描けるよ。 - 大人になったら肺呼吸,http://cdn-ak.b.st-hatena.com/entryimage/193357594-1399002320.jpg
59,http://kosstyle.blog16.fc2.com/blog-entry-2641.html,junpei0029,146,ハーバードで講師をしながら世界的企業の会長として結果を出し続けた男の「超」効率仕事術４選 - ライフハックブログKo's Style,http://cdn-ak.b.st-hatena.com/entryimage/192772910-1398660408.jpg
60,http://creive.me/archives/4501/,junpei0029,1014,全ての若者に送る！20代のうちに読んでおくべき8つのエントリー | creive【クリーブ】,http://cdn-ak.b.st-hatena.com/entryimage/192660814-1398588897.jpg
61,http://matome.naver.jp/odai/2139816464033567501,junpei0029,263,♨銭湯のイメージを覆す♨おしゃれな「デザイナーズ銭湯」 - NAVER まとめ,http://cdn-ak.b.st-hatena.com/entryimage/192522054-1398497614.jpg
62,http://matome.naver.jp/odai/2137978900585239401,junpei0029,312,機械学習を知識ゼロから学ぶpdf - NAVER まとめ,http://cdn-ak.b.st-hatena.com/entryimage/192488698-1398478077.jpg
63,http://japan.cnet.com/news/service/35047079/,junpei0029,24,アマゾンでゴルフ場の予約まで可能に--1900カ所以上で - CNET Japan,http://cdn-ak.b.st-hatena.com/entryimage/192322974-1398378600.jpg
64,http://schoo.jp/news/2014/2014-03-02,junpei0029,200,もう資料作成で残業しない！PowerPoint（パワポ）5つの便利機能を動画で分かりやすく解説 - 2014/03/02 [schoo],http://cdn-ak.b.st-hatena.com/entryimage/192061874-1398228269.jpg
65,http://blog.livedoor.jp/kinisoku/archives/4051402.html,junpei0029,131,【これは便利】YouTubeの好きな音楽を垂れ流しできるサービス：キニ速,http://cdn-ak.b.st-hatena.com/entryimage/191995138-1398185273.jpg
66,http://careerhack.en-japan.com/report/detail/323,junpei0029,934,成長志向のエンジニアならブックマークすべきテックブログまとめ│CAREER HACK,http://cdn-ak.b.st-hatena.com/entryimage/191908266-1398142862.jpg
67,http://tjo.hatenablog.com/entry/2014/04/17/190105,junpei0029,168,2014年春版：ビジネスにおけるデータ分析のプロを目指すなら揃えておくべき12冊 - 銀座で働くデータサイエンティストのブログ,http://cdn-ak.b.st-hatena.com/entryimage/191243270-1397729063.jpg
68,http://coliss.com/articles/build-websites/operation/javascript/best-site-when-looking-for-jquery-plugins.html,junpei0029,492,jQueryのプラグインを探す時に便利なサイトのまとめ | コリス,http://cdn-ak.b.st-hatena.com/entryimage/191173998-1397693688.jpg
69,http://jmatsuzaki.com/archives/12842,junpei0029,259,ガントチャート・進捗・連絡・リソース・Todo管理までできるプロジェクト管理ツールBrabio!はすごいな！ | jMatsuzaki,http://cdn-ak.b.st-hatena.com/entryimage/191166566-1397689629.jpg
70,http://techblog.yahoo.co.jp/tips/unicode/,junpei0029,283,Unicodeを斬りたい - Yahoo! JAPAN Tech Blog,http://cdn-ak.b.st-hatena.com/entryimage/191060982-1397632001.jpg
71,http://phpspot.org/blog/archives/2014/04/jqueryresponsiv_3.html,junpei0029,55,レスポンシブなタブを実装できるjQueryプラグイン「Responsive-Tabs」:phpspot開発日誌,http://cdn-ak.b.st-hatena.com/entryimage/191028114-1397608925.jpg
72,http://builder.japan.zdnet.com/sp_oracle/weblogic/35046455/,junpei0029,64,初めてのJava EE 6──第1回 Java EEとは、どのようなフレームワークか？ - builder by ZDNet Japan,http://cdn-ak.b.st-hatena.com/entryimage/190961750-1397564028.jpg
73,http://kyouki.hatenablog.com/entry/2014/04/12/072446,junpei0029,107,一部リーグにも入れなかった「足の遅い」高校生が、史上最高の選手になれた理由は - ICHIROYAのブログ,http://cdn-ak.b.st-hatena.com/entryimage/190431482-1397264196.jpg
74,http://qiita.com/ynakayama/items/92f1390b3674439756b4,junpei0029,361,MachineLearning - 機械学習や統計に関する情報収集 - Qiita,http://cdn-ak.b.st-hatena.com/entryimage/189984842-1397002685.jpg
75,http://commte.net/blog/archives/4376,junpei0029,811,知っておくと効率的！コーポレートサイト制作が捗るjQuery プラグインや使い方まとめ | コムテブログ,http://cdn-ak.b.st-hatena.com/entryimage/189650078-1396830943.jpg
76,http://tjo.hatenablog.com/entry/2014/03/31/191907,junpei0029,509,社会人が統計学や機械学習を学ぶなら「落下傘方式」で - 銀座で働くデータサイエンティストのブログ,http://cdn-ak.b.st-hatena.com/entryimage/188732358-1396273783.jpg
77,http://n-agetsuma.hatenablog.com/entry/2014/03/30/175329,junpei0029,197,トラブルに備えるJVMオプション - 見習いプログラミング日記,http://cdn-ak.b.st-hatena.com/entryimage/188567486-1396177059.jpg
78,http://d.hatena.ne.jp/language_and_engineering/20140330/HTMLfiveDragDropAndFileAPISample,junpei0029,152,今から３分で，HTML5のドラッグ＆ドロップAPIと File APIを習得しよう（JSの実装サンプル付き） - 主に言語とシステム開発に関して,http://cdn-ak.b.st-hatena.com/entryimage/188589802-1396188239.jpg
79,http://haya14busa.com/mastering-vim-easymotion/,junpei0029,134,Vim-EasyMotionでカーソル移動を爆速にして生産性をもっと向上させる - haya14busa,http://cdn-ak.b.st-hatena.com/entryimage/187648214-1395614884.jpg
80,http://www.slideshare.net/chokudai/wap-atcoder3,junpei0029,99,実践・最強最速のアルゴリズム勉強会 第三回講義資料(ワークスアプリケーションズ & AtCoder),http://cdn-ak.b.st-hatena.com/entryimage/187557910-1395551016.jpg
81,http://allabout.co.jp/matome/cl000000001849/,junpei0029,5,蒸し、焼き、スープも！ キャベツがたっぷり食べられるレシピ10選｜All About（オールアバウト）,http://cdn-ak.b.st-hatena.com/entryimage/187132554-1395267915.jpg
82,http://qiita.com/irxground/items/cd83786b10d81eecce77,junpei0029,249,《REST思想》と《リソース指向》と《Webページ》を一緒にしてはいけない - Qiita,http://cdn-ak.b.st-hatena.com/entryimage/187253566-1395333735.jpg
83,http://www.slideshare.net/chokudai/wap-atcoder2,junpei0029,485,実践・最強最速のアルゴリズム勉強会 第２回講義資料,http://cdn-ak.b.st-hatena.com/entryimage/186625746-1394945057.jpg
84,http://acro-engineer.hatenablog.com/entry/2014/03/12/112402,junpei0029,469,あなたのJavaコードをスッキリさせる、地味に便利な新API 10選（前編） - Taste of Tech Topics,http://cdn-ak.b.st-hatena.com/entryimage/186155658-1394622534.jpg
85,http://n-agetsuma.hatenablog.com/entry/2014/03/11/205012,junpei0029,415,Javaトラブルに応じた初動対応のまとめ - 見習いプログラミング日記,http://cdn-ak.b.st-hatena.com/entryimage/186047770-1394549661.jpg
86,http://gigazine.net/news/20140311-great-algorithm/,junpei0029,1080,コンピュータを進化させてきた偉大なるアルゴリズムまとめ - GIGAZINE,http://cdn-ak.b.st-hatena.com/entryimage/186043366-1394547625.jpg
87,http://allabout.co.jp/gm/gc/440575/,junpei0029,288,安く美味しくビールが飲める、それがブルーパブ [ビール] All About,http://cdn-ak.b.st-hatena.com/entryimage/185981482-1394516560.jpg
88,http://qiita.com/tekkoc/items/98adcadfa4bdc8b5a6ca,junpei0029,266,Vimの便利な画面分割＆タブページと、それを更に便利にする方法 - Qiita,http://cdn-ak.b.st-hatena.com/entryimage/185695406-1394326332.jpg
89,http://pc.watch.impress.co.jp/docs/column/1month-kouza/20140306_638286.html,junpei0029,119,【1カ月集中講座】無線LANルーターの基礎から活用までを見直す 第1回 ～ルーターの役割や初期設定をおさらい - PC Watch,http://cdn-ak.b.st-hatena.com/entryimage/185288294-1394062658.jpg
90,http://www.geocities.jp/sugachan1973/doc/funto103.html,junpei0029,1276,メモリの基礎 パソコンのメモリ入門　DRAM SRAM,http://cdn-ak.b.st-hatena.com/entryimage/185163362-1393990279.jpg
91,http://shibayu36.hatenablog.com/entry/2014/03/05/073957,junpei0029,127,「ピープルウェア」を読んだ - $shibayu36->blog;,http://cdn-ak.b.st-hatena.com/entryimage/185138862-1393982087.jpg
92,http://qiita.com/letsspeak/items/fd33d0f2e0fb0afe4531,junpei0029,390,これまでのVimの勉強内容まとめ - Qiita,http://cdn-ak.b.st-hatena.com/entryimage/184474718-1393582694.jpg
93,http://d.hatena.ne.jp/nowokay/20140228#1393568286,junpei0029,676,プログラマが勉強すること - きしだのはてな,http://cdn-ak.b.st-hatena.com/entryimage/184449794-1393570948.jpg
94,http://plus.appgiga.jp/masatolan/2014/02/27/50822/,junpei0029,806,Google先生では「なかなか教えてくれない」ニッチな情報を知れるWebサービス10選！ | APPGIGA!!（アプギガ）,http://cdn-ak.b.st-hatena.com/entryimage/184349726-1393508652.jpg
95,http://qiita.com/knt45/items/ea2823361bfd29c25937,junpei0029,462,個人的に参考にしているvimrc - Qiita,http://cdn-ak.b.st-hatena.com/entryimage/183962998-1393298400.jpg
96,http://dx.24-7.co.jp/web-tool-list/,junpei0029,180,WEB業界で働きたい人必見！現場で役立つツールを一挙ご紹介 | DX.univ,http://cdn-ak.b.st-hatena.com/entryimage/183831298-1393225263.jpg
97,http://smoothfoxxx.livedoor.biz/archives/52117249.html,junpei0029,521,【BCG流?】『外資系コンサルの資料作成術---短時間で強烈な説得力を生み出すフレームワーク』森 秀明:マインドマップ的読書感想文,http://cdn-ak.b.st-hatena.com/entryimage/183510394-1393034190.jpg
98,http://kkino.hatenablog.com/entry/2014/02/15/103958,junpei0029,242,エンジニアからディレクターに転身してから読んだ本14冊 - No Web Service No Life,http://cdn-ak.b.st-hatena.com/entryimage/182493210-1392465156.jpg
99,http://makezine.jp/blog/2014/02/how-i-built-a-raspberry-pi-tablet.html,junpei0029,130,Make: Japan | 私がどのようにしてRaspberry Piタブレットを作ったか,http://cdn-ak.b.st-hatena.com/entryimage/182282154-1392349017.jpg
100,http://antibayesian.hateblo.jp/entry/20121210/1355152537,junpei0029,808,Web系女子がLispと出会って統計学に目覚めるまでのお話 - あんちべ！,http://cdn-ak.b.st-hatena.com/entryimage/123788770-1355153602.jpg
101,http://cocopon.me/blog/?p=3722,junpei0029,11,Closure LibraryなWebアプリを、わずか2コマンドで始めてみないか？ – Googkit入門 | ここぽんのーと,http://cdn-ak.b.st-hatena.com/entryimage/167712258-1383408220.jpg
102,http://www.slideshare.net/DaisakuMochizuki/ss-31061902,junpei0029,807,ゲームサーバ開発現場の考え方,http://cdn-ak.b.st-hatena.com/entryimage/181886054-1392131370.jpg
103,http://takehiko-i-hayashi.hatenablog.com/entry/2014/02/12/005701,junpei0029,279,なぜリスク分析のプロは仮説検定を使わないのか（ややマニア向け） - Take a Risk：林岳彦の研究メモ,http://cdn-ak.b.st-hatena.com/entryimage/181893990-1392874045.jpg
104,http://readwrite.jp/archives/4888,junpei0029,844,Raspberry Pi（ラズベリー・パイ）でここまで出来る！12のクールな使い方 | ReadWrite Japan,http://cdn-ak.b.st-hatena.com/entryimage/181319390-1391828266.jpg
105,http://d.hatena.ne.jp/shi3z/20140123/1390429115,junpei0029,679,これがプログラミングの神髄だ! ファイナルファンタジーのプログラマーが明かす秘密とLispトークバトル! - UEI shi3zの日記,http://cdn-ak.b.st-hatena.com/entryimage/178779982-1390429385.jpg
106,http://nlab.itmedia.co.jp/nl/articles/1401/10/news134.html,junpei0029,352,ボタン1つでみそ汁が出てくる！　マルコメから家庭用みそ汁サーバー発売 - ねとらぼ,http://cdn-ak.b.st-hatena.com/entryimage/176951906-1389348400.jpg
107,http://kyuruppa.hatenablog.com/entry/2014/01/07/003149,junpei0029,297,面接やES全てにつながる本質的な自己PRの考え方後編：ー効果的な自己PRの構造ー - 論理と情緒と情熱と。,http://cdn-ak.b.st-hatena.com/entryimage/176422562-1389027732.jpg
108,http://matome.naver.jp/odai/2138873141204038701,junpei0029,83,失敗したくない！賢い「ワイン」の選び方 - NAVER まとめ,http://cdn-ak.b.st-hatena.com/entryimage/176118634-1388820468.jpg
109,http://blog.takuros.net/entry/20131225/1387989005,junpei0029,868,今まで読んで良かった本　100冊 - プログラマになりたい,http://cdn-ak.b.st-hatena.com/entryimage/174929250-1388030687.jpg
110,http://www.find-job.net/startup/technique-of-catch-copy,junpei0029,707,キャッチコピー作りで煮詰まった時に見るべき、プロの「テンプレ＆テクニック集」まとめ | Find Job ! Startup,http://cdn-ak.b.st-hatena.com/entryimage/174146782-1387491731.jpg
